konzept;bereich;gueltig_von;artikelnummer;bezeichnung;lieferant;rubrik;optional;nur_betriebe;quelle
Wilma Wunder;kueche;2026-04-13;12852093;Bio Vollei Flüssig;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60072397;Bircher Müsli;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16996472;Brauner Zucker;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16024755;Brie 3kg;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14418662;Butter-Rosetten;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60121335;Burger Patty TK;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60066131;Chicken Nuggets;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60117348;Chocolate Chunks;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12270859;Crema di Aceto;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;17799812;Dijon-Senf körnig;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14145643;Feta-Würfel;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18528152;Fischstäbchen;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60115453;Ei-Freilandei;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12964994;Gemüsebrühe;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10995631;Gewürzgurke;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14681677;Glutenfreies Brot TK (Optional);Chefs Culinar;;true;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20076269;H-Milch 3,5% 10L;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18459241;H-Milch 3,5% 1L;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15955401;H-Sahne 30% (Sahnespender);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12121403;Hafertaler;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60000937;HaYo von Naarmann;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60088483;Hollandaise;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14234873;Honig flüssig;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20058579;Honigschinken (1 Scheibe á 25g);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;17165655;Isi-Sahnekapseln (Sahnespender: Alternative zur Sprühsahne);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12034628;Italienische Kräuter Wiberg;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60106518;Kapernäpfel;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14111136;Kartoffelsalat;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60067489;Ketchup;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14765995;Kichererbsen;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10290019;Mayonnaise Remia;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18039283;Muskatnuss gemahlen;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15979049;Nutella mini;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15792136;Nutella 750g (Glas);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18039474;Pfeffer weiß gemahlen;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18039375;Pfefferkörner schwarz;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16788367;Pinienkerne;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14172137;Preiselbeeren;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20020194;Puderzucker;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15955364;Quark Mager;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11426738;Rapsöl;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10173619;Rote Beete Würfel;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18312386;Salz;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14414619;Sardellenfilet;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14694141;Schwarzer Sesam;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60083726;Süßkartoffelsalat Kühlmann;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16777170;Sonnenblumenkerne;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14467134;Spätzle;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12446742;Spätzlekäse;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18182736;Spianata Romana Salami (1 Scheibe á 7g);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10001783;Sprühsahne, 700ml (Alternative zum Sahnespender);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18652109;Steakhouse Pommes (Aviko);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18631364;Tafelessig;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10168486;Tomaten gewürfelt (Dose);Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20151782;Trennfett;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14038075;Ulmer Raspelschokolade;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60115264;Vegane Pancakes;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;17676649;Walnusskerne Bruch;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20020163;Zucker weiß;Chefs Culinar;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;;Wilma Fähnchen;Wilmas Zauberladen;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;;Anrichtering (Tatar);Wilmas Zauberladen;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11534665;Apfel;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16310515;Avocado;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;23710015;Babyspinat;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11500550;Birne;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15610535;Cocktailtomaten;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298323;Dill;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13330520;Gurke;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11410510;Heidelbeeren;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298326;Kerbel;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16250520;Kiwi;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12520515;Limette;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298142;Minze;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;23148010;"Salatmischung ""Monaco""";CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14310510;Paprika rot;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298320;Petersilie;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;24505020;Poree/Lauch geschnitten o. 14510510 (ganz);CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15145515;Romanasalat;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;25112038;Rucola;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15480510;Schlotten (Frühlingszwiebeln);CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298322;Schnittlauch;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13298327;Thymian;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11680510;Trauben dunkel;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;12502510;Zitrone;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15900505;Zucchini;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15790513;Zwiebel rot;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15800510;Zwiebel weiß;CF Gastro;;false;;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10170755;Apfelkompott;Chefs Culinar;Regionale Gerichte;false;DD&Köln;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;;Blutwurst;Chefs Culinar;Regionale Gerichte;false;Köln;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16387904;Drillinge gekocht;Chefs Culinar;Regionale Gerichte;false;Hannover;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18374339;Fleischwurst;Chefs Culinar;Regionale Gerichte;false;Mainz Ballplatz;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;17274920;Forellenfilet;Chefs Culinar;Regionale Gerichte;false;Freudenstadt;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14537301;Hackfleisch;Chefs Culinar;Regionale Gerichte;false;Passau;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;60100518;Harzer Bauernhandkäse;Chefs Culinar;Regionale Gerichte;false;Mainz;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14560118;Kartoffeln;Chefs Culinar;Regionale Gerichte;false;Viernheim;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14437212;Knoblauchwürfel TK;Chefs Culinar;Regionale Gerichte;false;Mainz;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;16107236;Kümmel;Chefs Culinar;Regionale Gerichte;false;Mainz Ballplatz;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18027303;Landjäger;Chefs Culinar;Regionale Gerichte;false;Freudenstadt;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;14286384;Leberwurst;Chefs Culinar;Regionale Gerichte;false;Freudenstadt;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;18039344;Paprika edelsüß;Chefs Culinar;Regionale Gerichte;false;Mainz;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;17530972;Pflanzenfett;Chefs Culinar;Regionale Gerichte;false;Nürnberg;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;11139126;Sahne-Meerrettich;Chefs Culinar;Regionale Gerichte;false;Freudenstadt;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;10173350;Sauerkraut;Chefs Culinar;Regionale Gerichte;false;Speyer;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;13533618;Semmelbrösel;Chefs Culinar;Regionale Gerichte;false;Nürnberg;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;15809803;Senf mittelscharf;Chefs Culinar;Regionale Gerichte;false;Mainz, Speyer, Viernheim;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;20002336;Weizenmehl;Chefs Culinar;Regionale Gerichte;false;DD&Köln;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;306032;Bratensoße;Distra;Regionale Gerichte;false;Speyer, Passau;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;2803032;Papardelle TK;Distra;Regionale Gerichte;false;Nürnberg;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;48612;Kalbsjus;Distra;Regionale Gerichte;false;Stuttgart, Karlsruhe;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;;Tafelspitz in Meerrettichsauce;Distra;Regionale Gerichte;false;Nürnberg;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Wilma Wunder;kueche;2026-04-13;4818;Sauerbraten;Distra;Regionale Gerichte;false;Dresden, Köln, Düsseldorf;WW_PAL_Küche_Sommer-Standardkarte_2026.pdf
Aposto;kueche;2026-01-01;20020163;Feiner Zucker Raffinade EG 1Kg;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14036460;Deutsche Markenbutter 250G;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;20020194;Puderzucker 250G;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14357886;Kräuterbutter Rosetten;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60115915;Bauernbrot TK;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15404343;Pizza Tomatenpulpe Fein;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18039337;Oregano Gerebelt;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15955548;H-Sahne 20%;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14354403;Kochschinken;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12101153;Cranberrys;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;10234921;Imkerhonig;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14467660;Snickers;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12270859;Crema Di Aceto;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18652932;TK Erdbeeren;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13788728;Condimento Bianco;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14607554;Aceto Balsamico;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14690471;Gemüsebouillon;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60119520;Pizza Salami;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18039375;Pfeffer Schwarz;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18039474;Pfeffer Weiß;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12171583;Chilischoten;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60115450;Carpaccio Rind;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14437212;Knoblauchwürfel;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14542145;Coleslawsalat;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;16126763;Chili Cheese Dip;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;17150514;Pesto Genovese;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60079191;Carpaccio Kalb;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;17782937;Roasted Sesam Sauce;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14030598;Tintenfischtuben;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12143542;Gorgonzola Dolce;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60037861;Frutti di Mare;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;10887516;Mango Scheiben;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;10187241;Kapern;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60146333;Lasagne Kalb;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18129533;Lasagne Ricotta Spinat;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60183982;Pizzateigling Aposto;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;18312386;Speisesalz;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;10173541;Pizza Sauce;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60068070;Bedda Pizza Käse;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;60003825;Mutti Pastasauce;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14388842;Meersalz;Chefs Culinar;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;11032510;Ananas Sweet;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12700510;Auberginen;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13298340;Basilikum;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;21993010;Blattsalatmix;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13880515;Kartoffel Drillinge;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13330520;Gurken;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12520515;Limetten;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13298142;Minze;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;24162008;Karottenstifte;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14350510;Paprika Mix;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;14370510;Peperoni Rot;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13298320;Petersilie;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;16561515;Portobello Pilze;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;13298328;Rosmarin;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;25112038;Rucola;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;23710015;Spinat Baby;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15580505;Tomaten;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12502510;Zitronen;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15900505;Zucchini;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15800510;Zwiebeln;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;25794120;Zwiebel Rot geschält;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;46010027;Burrata;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15145515;Romana Salatherzen;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;12342510;Orangen;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;15620560;Tomaten Cherry Mix;CF Gastro;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300028;Rumpsteak;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;482;Balsamicodressing Hell;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;54017;Guacamole;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300091;Lachsportion;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;301732;Baguette de Paris;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;2803032;Pappardelle Grande;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;1037;Hähnchenbrustfilet;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;1035;Hähnchenbruststreifen;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;393;Garnele Vannamei;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;300005;Vanilla Cookie;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;4620;Pizzagewürz;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500110;Hartkäse Flakes;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500029;Landschinken;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;500113;Mozzarella gerieben;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;777822;Salsiccia Napoli;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;278;Ziegenrolle;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;281;Crispmehl;Distra;;false;;PAL Aposto 2026.xlsx / Küche
Aposto;kueche;2026-01-01;777821;Crema Tartuffo;Distra;;false;;PAL Aposto 2026.xlsx / Küche
